EventID,Duration,Latitude,Longitude,Cluster
252,330.222,19.0479961,82.5534312,2
253,329.638,20.3181767,86.1005863,0
254,465.749,21.1836137,83.5936553,1
255,644.919,21.6579296,83.9390453,1
256,473.17,20.8265758,83.9194167,1
257,739.249,22.2779739,86.0699456,0
258,753.502,22.1173341,84.0598694,1
259,854.738,18.8649484,82.5731209,2
260,307.466,19.0978561,84.2053566,2
261,554.0,21.6355593,85.6078763,0
262,486.5,21.5041296,84.0819022,1
263,509.0,20.8192473,86.2015034,0
264,924.663,20.8076822,82.5359186,1
265,497.223,19.57949,83.74422,2
266,1036.172,20.8387176,84.3222155,1
267,329.664,21.5204349,86.1563938,0
268,542.445,19.705223333333333,82.549615,2
269,1568.445,19.2306336,82.5500835,2
270,684.0,19.21609833333333,82.54669166666666,2
271,384.0,21.9497052,84.1763987,1
272,936.778,21.80453,84.69621833333333,1
273,454.0,21.7982975,86.6627913,0
274,303.664,21.4447208,86.7603183,0
275,564.0,21.0165409,83.3065119,1
276,815.667,19.2018009,83.5954955,2
277,768.555,19.270415,84.77719166666667,2
278,310.996,21.9475969,86.5924384,0
279,456.0,18.8661311,82.5704321,2
280,342.0,18.861841666666667,82.31896,2
281,369.555,18.369851666666666,82.03567833333334,2
282,359.667,19.188531666666663,83.73146,2
283,424.0,20.924522,82.812114,1
284,564.253,21.1401354,86.0698394,0
285,1007.834,21.58704,86.94595666666666,0
286,1565.462,19.8592449,82.9361618,2
287,627.0,18.8165733,82.7123821,2
288,410.778,18.8661311,82.5704321,2
289,1361.548,21.0006598,83.0768484,1
290,371.0,22.0642642,86.6494556,0
291,371.664,21.6995405,87.0598961,0
292,390.498,21.9403706,86.5787239,0
293,353.778,18.4652428,82.5430958,2
294,400.11,19.4921569,83.5021763,2
295,957.918,21.494338,83.9859098,1
296,434.0,20.3211797,86.5205976,0
297,305.25,20.9972224,85.844529,0
298,1144.724,20.7080892,83.1322339,1
299,615.5,21.0879884,85.9531849,0
300,723.269,19.8591677,82.9317342,2
301,580.778,19.624201666666668,83.49291666666667,2
302,1682.652,19.3408695,82.5144387,2
303,401.668,19.3651345,83.4446853,2
304,684.0,17.9850137,81.5801698,2
305,393.17,21.6465793,87.1538117,0
306,347.0,21.5652744,87.059498,0
307,607.0,22.0734615,86.6504991,0
308,347.087,22.0680944,86.207252,0
309,350.337,20.9666812,85.9140619,0
310,426.417,20.8076751,82.5357919,1
311,2244.736,21.3406249,83.5558381,1
312,340.419,21.0948663,86.579964,0
313,456.0,19.2499323,83.4550299,2
314,412.832,21.1952689,83.487908,1
315,856.917,21.51844333333333,86.52849666666667,0
316,967.834,20.8408795,85.0969283,0
317,430.498,22.2400756,84.8770907,0
318,314.932,20.7081503,83.1287214,1
319,1313.779,21.85093,84.7812,1
320,1568.777,20.294746666666665,82.75851,2
321,317.928,18.0978062,82.1088374,2
322,370.0,20.9331801,85.5351535,0
323,383.964,18.8762953,82.5622709,2
324,503.917,20.5677295,85.9505554,0
325,570.0,19.4676143,82.5739998,2
326,570.0,19.2331155,82.5467934,2
327,393.111,19.05197833333333,82.26291333333333,2
328,589.668,21.5209358,86.1563615,0
329,1038.0,20.392744,86.332227,0
330,836.0,21.4686103,83.9744523,1
331,423.0,20.8075184,82.5355499,1
332,523.751,22.0734731,86.6504998,0
333,354.331,20.2359082,86.5710638,0
334,456.5,21.5842381,83.4144208,1
335,311.085,21.4615895,83.5367779,1
336,548.334,19.8591654,82.9317548,2
337,339.419,20.3026819,86.4108997,0
338,340.253,22.3826278,86.0801093,0
339,369.917,22.2402417,84.877141,0
340,513.0,18.1735614,81.5390067,2
341,672.222,19.23412833333333,82.54744333333333,2
342,304.583,21.8221561,83.853925,1
343,1728.502,21.4647,84.4484317,1
344,393.338,21.9387981,86.7472185,0
345,598.336,20.6332403,83.7358329,1
346,326.5,21.2672226,83.5498743,1
347,829.502,20.8962565,82.5100776,1
348,374.5,21.0136718,83.4146271,1
349,399.581,21.923781666666667,86.71672,0
350,1374.724,20.4553959,85.8798843,0
351,952.247,21.6512885,86.8088601,0
352,1408.502,20.8076098,82.5358056,1
353,324.333,19.39127,82.27109833333333,2
354,1565.778,18.57248166666667,82.26966666666667,2
355,1764.416,20.7081119,83.1321424,1
356,599.0,20.4449692,82.9232645,1
357,947.668,22.2461491,84.88198,0
358,310.0,22.396898,86.2032646,0
359,456.0,19.4028027,83.3158118,2
360,570.0,18.866265,82.5705,2
361,340.0,21.5051158,86.9227883,0
362,3190.17,20.8429271,83.909473,1
363,563.419,20.9209305,86.0099672,0
364,514.0,20.6343073,86.0350083,0
365,383.67,22.2029836,86.3094287,0
366,631.166,21.7314203,87.0978802,0
367,530.667,20.7082031,83.1321479,1
368,411.0,21.3389519,86.7647516,0
369,501.813,19.9061753,83.1617266,2
370,380.589,20.4214896,85.7278675,0
371,317.0,21.9660742,86.0698371,0
372,333.587,21.878465,86.8610217,0
373,323.083,21.5301042,86.4290902,0
374,456.0,19.530585,83.4153465,2
375,364.169,20.2165614,86.5152391,0
376,356.087,22.5236613,86.0796382,0
377,391.583,20.6193197,84.4194454,1
378,305.413,20.3556173,82.7847961,1
379,381.333,19.3433024,83.5938848,2
380,593.556,19.859503333333333,82.931955,2
381,660.169,20.3599263,86.1611488,0
382,796.415,20.7378762,86.7011606,0
383,412.502,21.9270429,85.8353478,0
384,415.913,20.4020463,85.8812977,0
385,608.0,20.8413707,85.0971595,0
386,420.0,22.0854199,86.1083027,0
387,327.664,20.5156967,86.4016047,0
388,487.237,19.214603333333333,83.6651,2
389,666.333,19.4559791,82.4042787,2
390,321.917,20.3085501,82.689455,2
391,308.0,21.80569,87.23499666666666,0
392,617.332,20.3554436,86.223544,0
393,435.834,20.5150959,82.6702584,1
394,329.332,20.8844384,85.8320221,0
395,445.0,21.5858166,86.0733931,0
396,311.48,20.7079451,83.1321341,1
397,928.663,20.7691333,86.1508693,0
398,472.667,18.8660608,82.5703667,2
399,422.556,19.0480917,82.5537131,2
400,382.336,20.8076412,82.5357597,1
401,1715.889,19.58138,82.62270333333333,2
402,788.112,20.562753333333333,82.64375333333334,1
403,587.5,20.5495897,83.4179192,1
404,349.997,20.6573705,86.6212993,0
405,592.344,20.4832271,84.232694,1
406,360.0,20.1218761,86.3287277,0
407,514.0,22.0890947,86.1069476,0
408,708.332,22.2925199,84.1055806,1
409,513.0,19.310178333333333,84.79317333333333,2
410,589.336,20.7940083,82.5352007,1
411,470.448,18.8660131,82.5706686,2
412,350.0,20.7283859,85.9476602,0
413,482.917,21.7912528,87.1306698,0
414,461.889,19.486926,83.4592247,2
415,364.5,21.7825416,83.5921665,1
416,438.333,18.751655,82.43081166666667,2
417,380.411,20.2978547,86.1351405,0
418,338.272,18.8660425,82.5703386,2
419,514.166,20.7691071,86.1526936,0
420,403.968,20.7081421,83.1322511,1
421,3537.0,20.997651,83.0612681,1
422,611.223,19.27706,82.238675,2
423,365.365,18.8604185,82.5804351,2
424,456.0,19.5064649,82.9452179,2
425,367.068,20.7049814,83.4848226,1
426,1230.444,19.6005302,82.2536819,2
427,680.502,21.7362386,86.8510916,0
428,2233.083,21.40732,86.47003333333333,0
429,4561.272,20.4584779,85.8810981,0
430,403.253,21.9240462,85.8701704,0
431,563.548,21.0006585,83.0768661,1
432,644.17,21.5163381,86.527969,0
433,627.9,21.495631,83.9843698,1
434,836.0,21.3375908,83.6215085,1
435,705.747,21.3823945,86.2447411,0
436,481.0,21.2767909,86.6146512,0
437,351.0,20.4899758,83.4124921,1
438,375.444,19.048022,82.5534677,2
439,736.5,22.122262,84.0423825,1
440,596.62,20.6850761,83.473859,1
441,381.415,20.3538132,86.1447677,0
442,364.5,20.8238195,83.9125112,1
443,372.0,20.3205169,86.5213646,0
444,990.666,19.5158549,83.5055788,2
445,1267.747,20.8339065,86.337642,0
446,536.569,19.7114,82.1837861,2
447,816.667,18.812995,82.712985,2
448,1581.17,22.5248075,83.9925974,1
449,448.5,20.6463416,83.7411064,1
450,907.336,21.9375417,86.9662063,0
451,515.838,20.8060916,86.257989,0
452,428.0,22.0636581,86.6493459,0
453,341.0,20.4487955,86.5670274,0
454,947.664,21.8302964,85.8959792,0
455,301.0,21.0718684,84.3405619,1
456,1065.333,19.2767231,82.2384787,2
457,569.777,19.1680788,83.4072966,2
458,392.166,22.0743004,86.6505025,0
459,435.334,18.70503666666667,83.04409666666666,2
460,314.932,18.3613001,81.8888061,2
461,401.0,20.7579346,86.8413163,0
462,331.083,20.1458517,82.6160487,2
463,627.0,19.7178949,82.3703553,2
464,891.919,20.896274,82.5100962,1
465,331.834,21.538425,84.7341694,1
466,340.837,22.1173363,84.0598517,1
467,409.487,21.4954889,83.9842435,1
468,1081.0,22.0854635,86.1082891,0
469,453.163,21.4729812,84.388339,1
470,507.111,19.2315836,82.5489206,2
471,746.889,19.201655,82.734705,2
472,1688.0,20.7106006,83.1221487,1
473,991.556,18.866181666666662,82.57034166666666,2
474,310.17,20.3790708,85.5300386,0
475,302.667,18.8165617,82.7122539,2
476,419.0,21.0473292,82.7797646,1
477,866.17,20.8962511,82.5102488,1
478,652.48,18.3645731,81.8919938,2
479,460.747,22.0522917,86.5552422,0
480,399.554,18.549845,82.204005,2
481,464.0,21.474151666666668,86.52855,0
482,343.082,17.985361,81.5789439,2
483,300.777,18.22760333333333,82.06180666666667,2
484,430.498,21.4714259,87.0523105,0
485,391.762,19.6864912,83.5384591,2
486,570.336,21.0718721,84.3406463,1
487,431.17,20.6729716,86.1108258,0
488,330.17,20.3126152,85.4629598,0
489,372.0,20.543744,86.3392662,0
490,905.552,20.9974221,83.0611598,1
491,309.5,20.3087489,82.6801894,2
492,774.444,19.90990833333333,83.10746833333333,2
493,343.168,21.5477995,84.0374237,1
494,384.913,21.516375,86.52799,0
495,945.169,22.1221715,84.0425677,1
496,1425.413,22.5248075,83.9925974,1
497,644.003,22.0270419,86.8676351,0
498,413.336,21.5164238,86.5278702,0
499,426.412,21.4513137,84.0797863,1
500,443.251,21.051199,86.4898682,0
501,481.158,21.4515629,84.0797262,1
502,311.502,20.5697848,86.7138788,0
503,402.726,22.1221715,84.0425677,1
504,401.5,20.8193237,86.2017669,0
505,349.456,22.3044528,86.1858929,0
506,564.581,20.1404893,86.3751375,0
507,524.499,20.7099515,82.3592592,1
508,312.0,21.4296307,85.1815474,0
509,763.087,21.3404319,83.555959,1
510,309.582,20.2804784,86.2926974,0
511,690.889,19.16783,83.40812166666667,2
512,361.166,20.21674,86.5151752,0
513,409.582,20.7884396,82.538649,1
514,1179.333,19.3403813,82.5143651,2
515,564.668,21.2466683,83.6439312,1
516,314.445,19.139321666666667,83.65476166666667,2
517,434.334,19.39006,82.65909,2
518,410.778,19.44203333333333,84.263465,2
519,414.004,18.8649251,82.5731557,2
520,450.17,21.587055,86.94611666666667,0
521,382.0,20.9881875,85.9878092,0
522,335.0,21.4520961,83.4614664,1
523,752.778,19.90619333333333,83.16172833333333,2
524,657.333,21.6794539,87.026595,0
525,342.0,20.9432238,83.6443931,1
526,307.0,21.516058333333334,86.52851833333334,0
527,1275.666,18.86608333333333,82.57036666666667,2
528,589.0,20.5917409,82.9633386,1
529,324.333,19.212095,82.41376166666667,2
530,348.334,20.074892,82.4554157,2
531,726.0,21.4511464,84.0795841,1
532,331.834,21.5788668,86.5650954,0
533,381.0,21.5433262,84.9915017,0
534,1209.312,21.3376124,83.6215249,1
535,300.0,20.2422353,82.5627052,2
536,493.287,20.4584413,85.8812732,0
537,380.753,20.6775417,84.4401866,1
538,347.163,22.4034415,86.0815686,0
539,570.0,19.350025,83.3613051,2
540,378.284,19.16785,83.40796333333333,2
541,359.081,21.1889797,83.5958579,1
542,307.0,20.9152006,86.2302347,0
543,2366.445,19.6654253,82.2064214,2
544,401.0,22.2915721,84.1056901,1
545,676.83,20.7011223,86.1338243,0
546,413.911,19.90619333333333,83.16172833333333,2
547,369.0,20.5835393,83.5289289,1
548,353.778,19.2252912,83.5578243,2
549,347.889,19.488616666666665,84.17936166666667,2
550,404.663,21.071781,84.3402218,1
551,336.0,20.4526076,83.0494252,1
552,394.5,20.5907642,82.974643,1
553,560.109,22.246023333333333,84.8822,0
554,444.998,20.8129853,85.29547,0
555,366.087,21.5788668,86.5650954,0
556,389.166,22.277879,86.0700083,0
557,330.248,20.9882195,85.9875744,0
558,360.5,20.9422032,82.6248389,1
559,440.223,19.671306666666663,82.47944166666667,2
560,381.0,20.8362053,86.3370127,0
561,351.502,20.4307447,86.4874204,0
562,372.0,22.4392068,86.1633139,0
563,300.777,19.9474744,83.4013823,2
564,327.664,21.8542063,87.1815511,0
565,821.664,20.7162355,85.5315183,0
566,928.587,20.4860823,82.6705778,1
567,383.087,21.2025742,86.3793361,0
568,438.168,22.2649478,86.1744622,0
569,489.444,19.0094703,82.6609585,2
570,1335.83,21.8430343,86.9455879,0
571,517.864,21.0439662,83.5522139,1
572,375.444,18.624905,82.590465,2
573,329.498,20.7691563,86.1529782,0
574,522.25,20.769415,86.1524698,0
575,583.253,20.955393,86.696857,0
576,700.667,19.277351666666668,82.23866666666666,2
577,1244.917,20.404599,86.0192277,0
578,519.169,21.5788441,86.5650931,0
579,301.667,19.3404127,82.5133646,2
580,563.419,20.8497286,86.3303343,0
581,467.778,19.048966666666665,82.55349,2
582,394.17,20.8586411,86.5752381,0
583,607.832,21.2467388,83.7064569,1
584,747.67,20.8430038,83.90935,1
585,1053.556,19.663831666666667,82.456775,2
586,438.38,18.3010179,81.8496572,2
587,448.548,19.5438153,82.9307257,2
588,302.6,18.86617833333333,82.57038666666666,2
589,804.448,21.1913466,83.5869676,1
590,347.889,19.2769394,82.2385609,2
591,2447.666,22.2459568,84.8821281,0
592,359.589,20.4000742,86.0133498,0
593,450.5,21.0793279,83.2282551,1
594,306.502,22.098144,86.7666813,0
595,558.0,21.4332003,85.1926302,0
596,938.332,22.2926113,84.1055807,1
597,346.17,20.8189469,86.2002116,0
598,354.172,18.4948019,82.1175296,2
599,324.333,18.368645,81.75820666666667,2
600,372.333,19.4825903,83.4583476,2
601,519.332,20.7886039,82.5386477,1
602,443.914,21.792249,86.9661058,0
603,456.83,20.0694588,82.5735148,2
604,605.796,18.3610705,81.9137088,2
605,434.498,21.1992279,86.5985199,0
606,309.164,21.5159068,86.5285002,0
607,439.0,20.5022882,82.6714651,1
608,473.502,21.3709993,83.7836376,1
609,402.5,21.0417079,86.5263543,0
610,300.997,21.560995,83.5135494,1
611,424.0,21.197119,83.7476267,1
612,347.666,21.474718,83.5393273,1
613,372.166,20.7007513,86.1335619,0
614,457.0,21.191381,83.5871334,1
615,307.498,21.7546088,87.3337941,0
616,378.24,18.3516897,81.8838164,2
617,300.75,21.401263,83.5834766,1
618,574.889,18.90070833333333,84.17338,2
619,324.333,19.246233,83.4208797,2
620,308.204,21.0451553,83.5523282,1
621,306.0,21.0491067,83.2798208,1
622,1391.556,19.7180182,82.370031,2
623,638.668,19.9068207,83.1613944,2
624,324.428,18.9720364,84.1571569,2
625,434.585,20.6979109,85.1779432,0
626,410.5,20.8519449,83.5100651,1
627,336.253,21.6832251,87.0685955,0
628,387.503,20.8519541,83.5099716,1
629,473.667,19.86040833333333,82.94027833333334,2
630,308.556,19.691701666666667,82.28636166666666,2
631,947.585,20.5917409,82.9633386,1
632,353.778,19.6144131,82.8858172,2
633,347.889,20.116836666666668,82.87004166666667,2
634,379.792,18.3645784,81.8919626,2
635,593.556,20.3742,82.69840166666667,1
636,350.0,22.5247163,83.9926208,1
637,355.0,21.82208,83.8527757,1
638,397.998,20.4420929,83.3452244,1
639,387.415,20.4433086,83.3588161,1
640,454.244,20.8962388,82.5102782,1
641,652.48,18.364614,81.8924621,2
642,314.445,19.508676666666663,83.31378666666667,2
643,361.585,22.0888371,86.111843,0
644,511.412,19.1682366,83.407295,2
645,426.208,20.5174071,85.62768,0
646,474.994,21.92712,85.8349948,0
647,574.664,20.5157474,86.4016069,0
648,350.668,20.6133623,86.0608368,0
649,781.415,22.5203433,86.0803021,0
650,494.0,20.7690108,86.1525588,0
651,474.0,20.7690925,86.1529832,0
652,347.889,19.234209,82.5474115,2
653,330.085,20.8124022,85.295045,0
654,498.421,21.3375731,83.6217779,1
655,331.328,20.9652957,86.072812,0
656,391.332,19.6242367,83.4925131,2
657,770.751,22.1222534,84.0424339,1
658,430.502,20.3215072,86.5210951,0
659,410.83,21.830186,84.9021252,0
660,450.111,19.906176666666667,83.16179,2
661,440.223,19.225276,82.5482833,2
662,799.889,20.7079884,83.1321444,1
663,375.444,19.141085,82.32420333333333,2
664,461.889,18.273366666666668,82.10476166666666,2
665,397.33,20.5627579,82.643685,1
666,308.928,18.3647307,81.8918012,2
667,301.253,21.4714435,87.0525221,0
668,325.5,21.63843,84.0450204,1
669,1102.889,20.29683333333333,82.75627166666666,2
670,519.68,19.1686475,83.4074926,2
671,908.272,18.3646068,81.8925009,2
672,404.889,19.6657236,82.2064661,2
673,610.166,20.8076306,82.535636,1
674,482.086,20.2967451,82.7563584,2
675,347.087,21.5204857,86.156455,0
676,644.667,19.2581769,83.4035702,2
677,318.0,20.5888221,82.6181385,1
678,486.0,21.516691666666667,86.52748333333334,0
679,1034.448,21.3376112,83.6217643,1
680,688.079,20.1405354,86.3751977,0
681,326.5,21.5197536,84.3568417,1
682,504.083,20.6233225,86.3810085,0
683,340.668,19.471546666666665,82.80697333333333,2
684,306.888,19.27706,82.23866,2
685,328.83,21.79835,86.6628206,0
686,395.587,20.9627688,83.3157117,1
